18466980,Punjabi Chulha,1,Faridabad,"Shop 16, Sector 21C, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad",77.2965369,28.4298396,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3,https://b.zmtcdn.com/data/pictures/0/18466980/2a132005cda2718dee0021c50ba89654_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/0/18466980/2a132005cda2718dee0021c50ba89654_featured_v2.jpg
18471320,Finger Licious,1,Faridabad,"Shop 5, Anangpur Chowk, Green Field, Opposite Apartments, Suraj Kund Road, Faridabad",Suraj Kund,"Suraj Kund, Faridabad",77.2846781,28.4609284,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,https://b.zmtcdn.com/data/pictures/0/18471320/3445f8d088ec0a316265fe56506e10b0_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/0/18471320/3445f8d088ec0a316265fe56506e10b0_featured_v2.jpg
301170,Gulshan Hotel,1,Faridabad,"Booth 2, Main Huda Market, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",77.3203273,28.4104693,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2,https://b.zmtcdn.com/data/pictures/0/301170/9953e64ab50ffad1800b0a46f4a49781_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/0/301170/9953e64ab50ffad1800b0a46f4a49781_featured_v2.jpg
301730,Punjab Restaurant,1,Faridabad,"Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.305563,28.4901368,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,8,https://b.zmtcdn.com/data/pictures/0/301730/eb40c6a6b70f04ad4bcf7ec1254f3790_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/0/301730/eb40c6a6b70f04ad4bcf7ec1254f3790_featured_v2.jpg
313040,Invitation Restaurant,1,Faridabad,"SCF 68, HUDA Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",77.3239171,28.363238,"North Indian, South Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,17,https://b.zmtcdn.com/data/pictures/0/313040/0bec80f1f434f6cc1a06e75729e1765e_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/0/313040/0bec80f1f434f6cc1a06e75729e1765e_featured_v2.jpg
5010,The Tandoori Times,1,Faridabad,"22, HUDA Market, Main Road, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",77.3115506,28.4804188,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,48,https://b.zmtcdn.com/data/pictures/0/5010/93d448d646c95a785f22eff0589436a5_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/0/5010/93d448d646c95a785f22eff0589436a5_featured_v2.jpg
6150,Kant Khana Khazana,1,Faridabad,"135, Huda Market, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",77.318667,28.4106772,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,22,https://b.zmtcdn.com/data/pictures/0/6150/bf3c03fdeea03556a87fd90011fab41a_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/0/6150/bf3c03fdeea03556a87fd90011fab41a_featured_v2.jpg
8320,Shiv Restaurant,1,Faridabad,"122 & 123, HUDA Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",77.3278324,28.4101647,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,20,https://b.zmtcdn.com/data/pictures/0/8320/07e33e987da11559255a0ac18233eb03_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/0/8320/07e33e987da11559255a0ac18233eb03_featured_v2.jpg
120221,Pal Dhaba,1,Chandigarh,"SCO 151 & 152, Sector 28 D, Sector 28, Chandigarh",Sector 28,"Sector 28, Chandigarh",76.801316,30.7194841,North Indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,982,https://b.zmtcdn.com/data/pictures/1/120221/5aa5966251d9a65b0f2e505c6a3f3459_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/120221/5aa5966251d9a65b0f2e505c6a3f3459_featured_v2.jpg
18204501,Rama Vaishnav Bhojnalaya,1,Faridabad,"Shop 140, Main Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",77.3259973,28.3638989,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7,https://b.zmtcdn.com/data/pictures/1/18204501/0b6035c209e47e13c8ecaaf335b6de53_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/18204501/0b6035c209e47e13c8ecaaf335b6de53_featured_v2.jpg
18306531,Sardaar Ji Chaap & Rolls,1,Faridabad,"Opposite CNG Pump, Pul Prahladpur, Suraj Kund Road, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad",77.2896526,28.49916279,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7,https://b.zmtcdn.com/data/pictures/1/18306531/0d561557725261dcd16581baaaf40729_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/18306531/0d561557725261dcd16581baaaf40729_featured_v2.jpg
18359331,Oregano India,1,Faridabad,"Shop 2661, Sector 7-10 Market, YMCA Road, Sector 10, Faridabad",Sector 10,"Sector 10, Faridabad",77.3266079,28.3689797,"Fast Food, Chinese, Italian",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,11,https://b.zmtcdn.com/data/pictures/1/18359331/b7e5ba092e7e0be6cb4d9c61170fb0a5_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/18359331/b7e5ba092e7e0be6cb4d9c61170fb0a5_featured_v2.jpg
18458631,The Hunger End,1,Faridabad,"Shop 2385, Sector 7A, Near Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",77.3285388,28.3686544,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,4,https://b.zmtcdn.com/data/pictures/1/18458631/dc6fb7a79cac2fcc4aa4dde1312aa11d_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/18458631/dc6fb7a79cac2fcc4aa4dde1312aa11d_featured_v2.jpg
18464631,Food On Wheels,1,Faridabad,"Near Gold Gym, Behind Petrol Pump, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",77.3202824,28.4120355,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,https://b.zmtcdn.com/data/pictures/1/18464631/dd679e2d11500981ef2c227e7fc1f797_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/18464631/dd679e2d11500981ef2c227e7fc1f797_featured_v2.jpg
18466931,Apna Restaurant,1,Faridabad,"Booth 146, HUDA Market, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",77.3190262,28.4105451,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,https://b.zmtcdn.com/data/pictures/1/18466931/80541e6da153bd69152d914fdaf9aa26_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/18466931/80541e6da153bd69152d914fdaf9aa26_featured_v2.jpg
18472651,Chatny Delight,1,Faridabad,"B-205, Green Field Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad",77.2988233,28.4621065,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,https://b.zmtcdn.com/data/pictures/1/18472651/3d9b2920ca673bd0053f88dd457b0b33_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/18472651/3d9b2920ca673bd0053f88dd457b0b33_featured_v2.jpg
301151,Sagar Bakery,1,Faridabad,"938, 7-10 Chowk, YMCA Road, Sector 10, Faridabad",Sector 10,"Sector 10, Faridabad",77.3270132,28.3692291,Bakery,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,11,https://b.zmtcdn.com/data/pictures/1/301151/c0b03ed82adae80378d95e38af727f7f_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/301151/c0b03ed82adae80378d95e38af727f7f_featured_v2.jpg
301731,Rakheja Bakery,1,Faridabad,"Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.3057446,28.490062,Bakery,100,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,7,https://b.zmtcdn.com/data/pictures/1/301731/819c94c3f0a6632c906e240ccdbdeb8a_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/301731/819c94c3f0a6632c906e240ccdbdeb8a_featured_v2.jpg
303571,Spice Wok,1,Faridabad,"B-147, Naveen Plaza, Sharma Market, Prahladpur, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad",77.2930411,28.4992231,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,18,https://b.zmtcdn.com/data/pictures/1/303571/40ee4065eeb2be0ce19b88fa7088ac6f_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/303571/40ee4065eeb2be0ce19b88fa7088ac6f_featured_v2.jpg
303871,Momo-Cha,1,Faridabad,"31, Near HDFC Bank ATM, Sector 17 Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",77.3288978,28.4106029,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,56,https://b.zmtcdn.com/data/pictures/1/303871/55668d47326458af3fc58f2d205ca5ca_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/303871/55668d47326458af3fc58f2d205ca5ca_featured_v2.jpg
304001,Eat N Treat,1,Faridabad,"145, Main Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",77.3266023,28.4101024,"Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,20,https://b.zmtcdn.com/data/pictures/1/304001/873d96270e56f3dff99e503109faac87_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/304001/873d96270e56f3dff99e503109faac87_featured_v2.jpg
307151,D ART of Flavour,1,Faridabad,"H-250, B/10, 60 Feet Road, Pul Prahladpur, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad",77.2937593,28.4982147,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,13,https://b.zmtcdn.com/data/pictures/1/307151/a1516916477a6da9aafbab875fc81542_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/307151/a1516916477a6da9aafbab875fc81542_featured_v2.jpg
308961,Angaar,1,Faridabad,"Hotel Saffron Kiran, 12/6, Adjacent to Badarpur Toll, NH-2, Sector 35, Faridabad","Hotel Saffron Kiran, Faridabad","Hotel Saffron Kiran, Faridabad, Faridabad",77.3056977,28.4719854,"North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,0,White,Not rated,0,https://b.zmtcdn.com/data/pictures/1/308961/4ab4d65319a1741f5f9889ea3ee66c31_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/308961/4ab4d65319a1741f5f9889ea3ee66c31_featured_v2.jpg
312981,Maitre Patissier,1,Faridabad,"697, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",0,0,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,35,https://b.zmtcdn.com/data/pictures/1/312981/f50c2b9d2475d5651fa5cc19371df2c4_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/312981/f50c2b9d2475d5651fa5cc19371df2c4_featured_v2.jpg
4931,Suruchi,1,Faridabad,"29, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074479,28.4701322,"North Indian, South Indian, Gujarati, Rajasthani",700,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,233,https://b.zmtcdn.com/data/pictures/1/4931/8a8c7356f4fe609de7360d6a50b1a32e_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/4931/8a8c7356f4fe609de7360d6a50b1a32e_featured_v2.jpg
7471,Cafe Parmesan,1,Faridabad,"42, 1st Floor, HUDA Market, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.3236479,28.3950766,Italian,1000,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,799,https://b.zmtcdn.com/data/pictures/1/7471/7ae015c5eda7f0f895c20905719c451f_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/7471/7ae015c5eda7f0f895c20905719c451f_featured_v2.jpg
8321,Paradise Inn,1,Faridabad,"124, Near OBC Bank, Sector 17 Market, Faridabad, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",77.3275764,28.4103725,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,43,https://b.zmtcdn.com/data/pictures/1/8321/d1e6c3599618f72c5afc2b6c76147f97_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/1/8321/d1e6c3599618f72c5afc2b6c76147f97_featured_v2.jpg
121312,Mocha,1,Chandigarh,"Ground Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh","Elante Mall, Chandigarh Industrial Area","Elante Mall, Chandigarh Industrial Area, Chandigarh",76.8008653,30.7051482,"Continental, Italian, Thai, Finger Food",1400,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,428,https://b.zmtcdn.com/data/pictures/2/121312/b03282ba5904d61aafee4300e500244c_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/121312/b03282ba5904d61aafee4300e500244c_featured_v2.jpg
121552,Brooklyn Central,1,Chandigarh,"Courtyard, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh","Elante Mall, Chandigarh Industrial Area","Elante Mall, Chandigarh Industrial Area, Chandigarh",76.8009555,30.7050693,"American, Cafe",1600,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,676,https://b.zmtcdn.com/data/pictures/2/121552/1a29f5874ff66e972b0c66a6cfd7d8ed_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/121552/1a29f5874ff66e972b0c66a6cfd7d8ed_featured_v2.jpg
18107832,Gulab,1,Faridabad,"Shop 33, Main Market, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.3239437,28.3952906,"North Indian, South Indian, Fast Food, Street Food, Mithai",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,39,https://b.zmtcdn.com/data/pictures/2/18107832/13e23ddd04fff874387c2f19275d66ab_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/18107832/13e23ddd04fff874387c2f19275d66ab_featured_v2.jpg
18219542,Briosca,1,Faridabad,"Shop 45, Main Market, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.3234235,28.3952798,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,62,https://b.zmtcdn.com/data/pictures/2/18219542/9a72e310094618de9a80445da79f370f_featured_v2.png,https://b.zmtcdn.com/data/pictures/2/18219542/9a72e310094618de9a80445da79f370f_featured_v2.png
18273572,Urban Cuisine,1,Faridabad,"Shop 2-4, Tigaon Road, Near Sai Dham Mandir, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad",77.3409826,28.4080719,"North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,37,https://b.zmtcdn.com/data/pictures/2/18273572/ec0cb2c391511b07664e8eb56224c9d1_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/18273572/ec0cb2c391511b07664e8eb56224c9d1_featured_v2.jpg
18433852,The Chaiwalas,1,Faridabad,"Sector 21 A, Asian Hospital, Badhkal Chowk, Badkal Lake, Faridabad",Badkal Lake,"Badkal Lake, Faridabad",77.3000877,28.4262842,Cafe,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,https://b.zmtcdn.com/data/pictures/2/18433852/c6d39a863ffdc9536eee2e0549de0196_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/18433852/c6d39a863ffdc9536eee2e0549de0196_featured_v2.jpg
18446082,Cafн© Kitchen,1,Faridabad,"Shop 65, HUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",77.3114869,28.4808293,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,https://b.zmtcdn.com/data/pictures/2/18446082/16e135f1a84709d3cd0618b32b432c78_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/18446082/16e135f1a84709d3cd0618b32b432c78_featured_v2.jpg
18469962,Oh My !,1,Faridabad,"Ground Floor, 45 SLF Mall, IP Colony, Sector-30-33, Faridabad",Sector 31,"Sector 31, Faridabad",77.3159508,28.4549967,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,https://b.zmtcdn.com/data/pictures/2/18469962/1586f61f6b0ee0800d1b626741619fd4_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/18469962/1586f61f6b0ee0800d1b626741619fd4_featured_v2.jpg
18471262,New Dilight,1,Faridabad,"H - 147, Sector 10, Faridabad",Sector 10,"Sector 10, Faridabad",77.3295018,28.3730138,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0,https://b.zmtcdn.com/data/pictures/2/18471262/a11fab565556e3d79d1cce47711ee335_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/18471262/a11fab565556e3d79d1cce47711ee335_featured_v2.jpg
304062,Jai Jagannath Hotel,1,Faridabad,"E 51, Shiv Durga Vihar, Dayal Bagh, Faridabad",Dayal Bagh,"Dayal Bagh, Faridabad",77.294319,28.4937692,South Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3,https://b.zmtcdn.com/data/pictures/2/304062/efd1518c71542cc7b83ea80a3a3185e8_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/304062/efd1518c71542cc7b83ea80a3a3185e8_featured_v2.jpg
308082,Momo-Cha,1,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad, Faridabad",77.3130127,28.3979794,Fast Food,200,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,16,https://b.zmtcdn.com/data/pictures/2/308082/8d76128c8f6e505591de76a56254d781_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/308082/8d76128c8f6e505591de76a56254d781_featured_v2.jpg
308962,The Retriever,1,Faridabad,"Hotel Saffron Kiran, 12/6, Adjacent to Badarpur Toll, NH-2, Sector 35, Faridabad","Hotel Saffron Kiran, Faridabad","Hotel Saffron Kiran, Faridabad, Faridabad",77.3062507,28.4723428,"North Indian, Mughlai, Chinese",1500,Indian Rupees(Rs.),Yes,No,No,No,3,0,White,Not rated,0,https://b.zmtcdn.com/data/pictures/2/308962/c641f7491363ad4539dc8edb4fb1c610_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/308962/c641f7491363ad4539dc8edb4fb1c610_featured_v2.jpg
309672,Shree Bikaner Misthan Bhandar,1,Faridabad,"DSS 44, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad",77.2964432,28.4301217,"Street Food, South Indian, Mithai",350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,13,https://b.zmtcdn.com/data/pictures/2/309672/2454048582a19d58608aec55021872b2_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/309672/2454048582a19d58608aec55021872b2_featured_v2.jpg
4462,Meghansh Bakery,1,Faridabad,"DSS-28, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",77.3170515,28.4466361,"Bakery, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2,https://b.zmtcdn.com/data/pictures/2/4462/37045f64b96b1229077ab5ab4404775a_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/4462/37045f64b96b1229077ab5ab4404775a_featured_v2.jpg
5992,Knight Rock,1,Faridabad,"11/6, Delhi Mathura Road, Near Bharat Petrol Pump, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.304776,28.4901567,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,16,https://b.zmtcdn.com/data/pictures/2/5992/0c8820c8e749beca92eb97d5830eb363_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/5992/0c8820c8e749beca92eb97d5830eb363_featured_v2.jpg
6152,China Hot Pot,1,Faridabad,"Shop 147, HUDA Market, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",77.3192063,28.4106963,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average,25,https://b.zmtcdn.com/data/pictures/2/6152/f11ab51116c102686dd0cad1651acf21_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/2/6152/f11ab51116c102686dd0cad1651acf21_featured_v2.jpg
121553,Kylin Experience,1,Chandigarh,"312 A, 3rd Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh","Elante Mall, Chandigarh Industrial Area","Elante Mall, Chandigarh Industrial Area, Chandigarh",76.80064,30.7056102,"Japanese, Chinese, Thai, Malaysian, Burmese, Asian",1600,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,300,https://b.zmtcdn.com/data/pictures/3/121553/f6e6dd6aea56fb5a93ba39a27286ba1c_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/3/121553/f6e6dd6aea56fb5a93ba39a27286ba1c_featured_v2.jpg
122003,The Night Factory,1,Chandigarh,"Phase 1, Chandigarh Industrial Area, Chandigarh",Chandigarh Industrial Area,"Chandigarh Industrial Area, Chandigarh",76.801234,30.71005476,"North Indian, Chinese, Continental, Pizza",850,Indian Rupees(Rs.),No,Yes,Yes,No,2,3.7,Yellow,Good,665,https://b.zmtcdn.com/data/pictures/3/122003/1a6f5d0d4cf5ecfaf13302e25cd1ed00_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/3/122003/1a6f5d0d4cf5ecfaf13302e25cd1ed00_featured_v2.jpg
1413,Le Chef Restro Bar,1,Faridabad,"SCF 146/37, HUDA Complex, Delhi Badarpur Border, Near Main Mathura Road, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",77.3104996,28.480467,"North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,2.7,Orange,Average,70,https://b.zmtcdn.com/data/pictures/3/1413/f510fa77237cdd95035f77366bf5abf2_featured_v2.jpg,https://b.zmtcdn.com/data/pictures/3/1413/f510fa77237cdd95035f77366bf5abf2_featured_v2.jpg
